question_text,company,difficulty,question_type,topics,source,answer_text,created_at
What is vanishing gradient descent,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062279
difference between Vanishing gradient Vs Exploding gradient,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062285
How to handle dying node problems in case of ReLU activation function,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062290
What is the use of the leaky ReLU function,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062294
What are the different Deep Learning Frameworks,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062299
What is the difference between machine learning and deep learning,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062303
What is a dropout layer and how does it help a neural network,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062308
Explain why dropout in a neural network acts as a regularizer,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062313
How to know whether your model is suffering from the problem of Exploding Gradients,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062319
How to handle exploding gradient problem,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062323
How Does an LSTM Network Work,,medium,ml,sequence_models,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062327
What problem does Bi-LSTM solve instead of only LSTM,,medium,ml,sequence_models,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062332
What is the difference between LSTM and GRU,,easy,ml,sequence_models,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062336
What happens to the predictions of a CNN if an image is rotated,,medium,ml,computer_vision,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062340
How does CNN help in translation and rotation invariance of images,,medium,ml,computer_vision,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062345
Define Term Freuency & Inverse Document Freuency Tf-idf and how to use it for converting text to vector,,easy,ml,nlp,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062350
What are three primary convolutional neural network layers How are they commonly put together,,medium,ml,computer_vision,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062356
Describe the architecture of a typical Convolutional Neural Network,,medium,ml,computer_vision,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062361
"What do you mean by Dropout and Batch Normalization, When and why use",,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062367
What is the difference between online and batch learning,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062371
Is dropout used on the test set,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062375
What is an activation function and discuss the use of an activation function,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062380
Explain three different types of activation functions,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062385
What is the range of activation functions,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062389
Why is Rectified Linear Unit a good activation function,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062394
Why don't we use the Relu activation function in the output layer,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062399
What can go wrong if we use a linear activation instead of ReLU,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062405
"Give examples in which a many-to-one RNN architecture is appropriate, Give examples in which a many-to-one RNN architecture is appropriate",,hard,ml,sequence_models,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062413
What is RNN and How does an RNN work,,easy,ml,sequence_models,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062416
Why Sigmoid or Tanh is not preferred to be used as the activation function in the hidden layer of the neural network,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062424
"difference between various Activation functions such as Sigmoid , tanh, Softmax, ReLU, Leaky ReLU",,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062431
Why Tanh activation function preferred over sigmoid,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062435
What are word embeddings Why are they useful,,medium,ml,nlp,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062439
what is WordVec,,easy,ml,nlp,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062441
What are some advantages of using character embeddings instead of word embeddings,,medium,ml,nlp,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062446
"How do you get sentence meanings from word embeddings, considering the position of words in the sentence",,medium,ml,nlp,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062452
Would you prefer gradient boosting trees model or logistic regression when doing text classification with bag of words,,hard,ml,nlp,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062458
What is bag of words How we can use it for text vectorization,,easy,ml,nlp,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062462
What are the advantages and disadvantages of bag of words,,medium,ml,nlp,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062466
What is the main difference between Adam and SGD,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062471
What are the advantages and disadvantages of SGD over gradient descent,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062476
"What is the difference between stochastic gradient descent SGD and gradient descent GD, Batch gradient descent, Stochastic gradient descent, Mini-batch gradient descent , what are the pros and cons for each of them",,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062487
When would you use GD over SDG and vice-versa,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062491
How would you choose the number of filters and the filter size at each CNN layer,,medium,ml,computer_vision,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062497
How can we use CNN for text classification,,medium,ml,nlp,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062500
What are some advantages in using a CNN (convolutional neural network rather than a DNN (dense neural network in an image classification task,,hard,ml,computer_vision,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062508
Describe two ways to visualize features of a CNN in an image classification task,,medium,ml,computer_vision,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062513
Why do segmentation CNNs typically have an encoder-decoder style / structure,,medium,ml,computer_vision,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062518
What is a convolutional layer & Why do we actually need convolutions Can we use fully-connected layers for that,,easy,ml,computer_vision,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062524
What are the advantages of parameter sharing in case of convolution,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062529
Why do we use convolutions for images rather than just Fully Connected layers,,medium,ml,computer_vision,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062535
Why would you use many small convolutional kernels such as x rather than a few large onesWhy would you use many small convolutional kernels such as x rather than a few large ones,,medium,ml,computer_vision,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062544
Why we generally use Softmax non-linearity function as the last operation in-network,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062549
How does BatchNormalization differ in training and inferencing,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062554
How does batch size affect training of neural networks,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062559
"When using mini batch gradient descent, why is it important to shuffle the data",,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062565
Give a simple mathematical argument why a mini-batch version of such ML algorithm might be computationally more efficient than a training with full data set,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062576
On a simplified and fundamental scale what makes the newly developed BERT model better than traditional NLP models,,hard,ml,nlp,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062582
How would you initialize weights in a neural network,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062587
Why weights are initialized with small random numbers in a neural network What happens when weights are all or constant values,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062595
Suppose you have a NN with layers and ReLU activations What will happen if we initialize all the weights with the same value,,hard,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062603
What is backpropagation How does it work Why do we need it,,easy,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062607
Why large filter sizes in early layers can be a bad choice How to choose filter size,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062614
which one is more powerful a layer decision tree or a -layer neural network without any activation function --> Hint non-linearity,,hard,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062622
Both decision trees and deep neural networks are non-linear classifier ie they separates the space by complicated decision boundary Why then it is so much easier for us to intuitively follow a decision tree model vs a deep neural network,,medium,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062635
If you could take advantage of multiple CPU cores would you prefer a boosted-tree algorithm over a random forest,,hard,ml,deep_learning,Sandy1811/DS-Interview-FAANG,,2025-11-19T09:28:09.062642
