question_text,company,difficulty,question_type,topics,source,answer_text,created_at
You are on the data science team at Uber and you are asked to start thinking about surge pricing. What would be the objectives of such a product and how would you start looking into this?,,hard,case,product_metrics,kojino/120-DS-Questions,"*  there is a gradual step-function type scaling mechanism until that imbalance of requests-to-drivers is alleviated and then vice versa as too many drivers come online enticed by the surge pricing structure. 
  * I would bet the algorithm is custom tailored and calibrated to each location as price elasticities almost certainly vary across different cities depending on a huge multitude of variables: income, distance/sprawl, traffic patterns, car ownership, etc. With the massive troves of user da",2025-11-18T16:04:43.448460
Say that you are Netflix. How would you determine what original series you should invest in and create?,,medium,case,product_metrics,kojino/120-DS-Questions,* Netflix uses data to estimate the potential market size for an original series before giving it the go-ahead.,2025-11-18T16:04:43.448467
What kind of services would nd churn (metric that tracks how many customers leave the service) helpful? How would you calculate churn?,,medium,case,product_metrics,kojino/120-DS-Questions,* subscription based services,2025-11-18T16:04:43.448474
Let’s say that you’re are scheduling content for a content provider on television. How would you determine the best times to schedule content?,,medium,case,product_metrics,kojino/120-DS-Questions,,2025-11-18T16:04:43.448481
"Write a function to calculate all possible assignment vectors of 2n users, where n users are assigned to group 0 (control), and n users are assigned to group 1 (treatment).",,medium,coding,programming,kojino/120-DS-Questions,- Recursive programming (sol in code),2025-11-18T16:04:43.448517
"Given a list of tweets, determine the top 10 most used hashtags.",,medium,coding,programming,kojino/120-DS-Questions,- Store all the hashtags in a dictionary and get the top 10 values,2025-11-18T16:04:43.448523
Program an algorithm to find the best approximate solution to the knapsack problem1 in a given time.,,medium,coding,programming,kojino/120-DS-Questions,- Greedy solution (add the best v/w as much as possible and move on to the next),2025-11-18T16:04:43.448529
Program an algorithm to find the best approximate solution to the travelling salesman problem2 in a given time.,,medium,coding,programming,kojino/120-DS-Questions,- Greedy,2025-11-18T16:04:43.448535
"You have a stream of data coming in of size n, but you don’t know what n is ahead of time. Write an algorithm that will take a random sample of k elements. Can you write one that takes O(k) space?",,medium,coding,programming,kojino/120-DS-Questions,- https://en.wikipedia.org/wiki/Reservoir_sampling,2025-11-18T16:04:43.448545
Write an algorithm that can calculate the square root of a number.,,medium,coding,programming,kojino/120-DS-Questions,"- <https://www.quora.com/What-is-the-method-to-calculate-a-square-root-by-hand?redirected_qid=664405>
  - https://en.wikipedia.org/wiki/Newton's_method#Square_root_of_a_number",2025-11-18T16:04:43.448552
"Given a list of numbers, can you return the outliers?",,medium,coding,programming,kojino/120-DS-Questions,- sort then select the highest and the lowest 2.5%,2025-11-18T16:04:43.448556
When can parallelism make your algorithms run faster?,,medium,coding,programming,kojino/120-DS-Questions,"When could it make your algorithms run slower?
  - Ask someone for more details.
  - compute in parallel when communication cost < computation cost
    - ensemble trees
    - minibatch
    - cross validation
    - forward propagation
    - minibatch
    - not suitable for online learning",2025-11-18T16:04:43.448565
What are the different types of joins? What are the differences between them?,,medium,coding,programming,kojino/120-DS-Questions,"- (INNER) JOIN: Returns records that have matching values in both tables
    LEFT (OUTER) JOIN: Return all records from the left table, and the matched records from the right table
    RIGHT (OUTER) JOIN: Return all records from the right table, and the matched records from the left table
    FULL (OUTER) JOIN: Return all records when there is a match in either left or right table",2025-11-18T16:04:43.448575
Why might a join on a subquery be slow? How might you speed it up?,,medium,coding,programming,kojino/120-DS-Questions,- Change the subquery to a join.,2025-11-18T16:04:43.448580
Describe the difference between primary keys and foreign keys in a SQL database.,,medium,coding,programming,kojino/120-DS-Questions,- Primary keys are columns whose value combinations must be unique in a specific table so that each row can be referenced uniquely. Foreign keys are columns that references columns (often primary keys) in other tables.,2025-11-18T16:04:43.448587
"Given a COURSES table with columns course_id and course_name, a FACULTY table with columns faculty_id and faculty_name, and a COURSE_FACULTY table with columns faculty_id and course_id, how would you return a list of faculty who teach a course given the name of a course?",,medium,coding,programming,kojino/120-DS-Questions,- select faculty_name from faculty_id c join (select faculty_id from (select course_id from COURSES where course_name=xxx) as a join COURSE_FACULTY b on a.course_id = b.course_id) d on c.faculty_id = d.faculty_id,2025-11-18T16:04:43.448601
"Given a IMPRESSIONS table with ad_id, click (an indicator that the ad was clicked), and date, write a SQL query that will tell me the click-through-rate of each ad by month.",,medium,coding,programming,kojino/120-DS-Questions,"- select id, average(click) from (select count(click) as click from IMPRESSIONS group by id,month(date)) group by id",2025-11-18T16:04:43.448610
Write a query that returns the name of each department and a count of the number of employees in each:,,medium,coding,programming,kojino/120-DS-Questions,"EMPLOYEES containing: Emp_ID (Primary key) and Emp_Name  
EMPLOYEE_DEPT containing: Emp_ID (Foreign key) and Dept_ID (Foreign key)  
DEPTS containing: Dept_ID (Primary key) and Dept_Name
  - select Dept_Name, count(1) from DEPTS a right join EMPLOYEE_DEPT b on a.Dept_id = b.Dept_id group by Dept_Name",2025-11-18T16:04:43.448620
"In an A/B test, how can you check if assignment to the various buckets was truly random?",,hard,stats,statistical_inference,kojino/120-DS-Questions,"- Plot the distributions of multiple features for both A and B and make sure that they have the same shape. More rigorously, we can conduct a permutation test to see if the distributions are the same.
  - MANOVA to compare different means",2025-11-18T16:04:43.448663
"What might be the benefits of running an A/A test, where you have two buckets who are exposed to the exact same product?",,hard,stats,statistical_inference,kojino/120-DS-Questions,- Verify the sampling algorithm is random.,2025-11-18T16:04:43.448670
What would be the hazards of letting users sneak a peek at the other bucket in an A/B test?,,hard,stats,statistical_inference,kojino/120-DS-Questions,"- The user might not act the same suppose had they not seen the other bucket. You are essentially adding additional variables of whether the user peeked the other bucket, which are not random across groups.",2025-11-18T16:04:43.448678
What would be some issues if blogs decide to cover one of your experimental groups?,,hard,stats,statistical_inference,kojino/120-DS-Questions,- Same as the previous question. The above problem can happen in larger scale.,2025-11-18T16:04:43.448684
How would you conduct an A/B test on an opt-in feature?,,hard,stats,statistical_inference,kojino/120-DS-Questions,- Ask someone for more details.,2025-11-18T16:04:43.448690
"How would you run an A/B test for many variants, say 20 or more?",,hard,stats,statistical_inference,kojino/120-DS-Questions,"- one control, 20 treatment, if the sample size for each group is big enough.
  - Ways to attempt to correct for this include changing your confidence level (e.g. Bonferroni Correction) or doing family-wide tests before you dive in to the individual metrics (e.g. Fisher's Protected LSD).",2025-11-18T16:04:43.448698
How would you run an A/B test if the observations are extremely right-skewed?,,hard,stats,statistical_inference,kojino/120-DS-Questions,"- lower the variability by modifying the KPI
  - cap values
  - percentile metrics
  - log transform
  - <https://www.quora.com/How-would-you-run-an-A-B-test-if-the-observations-are-extremely-right-skewed>",2025-11-18T16:04:43.448706
I have two different experiments that both change the sign-up button to my website. I want to test them at the same time. What kinds of things should I keep in mind?,,hard,stats,statistical_inference,kojino/120-DS-Questions,- exclusive -> ok,2025-11-18T16:04:43.448713
What is a p-value? What is the difference between type-1 and type-2 error?,,hard,stats,statistical_inference,kojino/120-DS-Questions,"- A p-value is defined such that under the null hypothesis less than the fraction p of events have parameter values more extreme than the observed parameter. It is not the probability that the null hypothesis is wrong. 
  - type-1 error: rejecting Ho when Ho is true
  - type-2 error: not rejecting Ho when Ha is true",2025-11-18T16:04:43.448722
You are AirBnB and you want to test the hypothesis that a greater number of photographs increases the chances that a buyer selects the listing. How would you test this hypothesis?,,hard,stats,statistical_inference,kojino/120-DS-Questions,"- For randomly selected listings with more than 1 pictures, hide 1 random picture for group A, and show all for group B. Compare the booking rate for the two groups.
  - Ask someone for more details.",2025-11-18T16:04:43.448733
How would you design an experiment to determine the impact of latency on user engagement?,,hard,stats,statistical_inference,kojino/120-DS-Questions,"- The best way I know to quantify the impact of performance is to isolate just that factor using a slowdown experiment, i.e., add a delay in an A/B test.",2025-11-18T16:04:43.448740
What is maximum likelihood estimation? Could there be any case where it doesn’t exist?,,hard,stats,statistical_inference,kojino/120-DS-Questions,"- A method for parameter optimization (fitting a model). We choose parameters so as to maximize the likelihood function (how likely the outcome would happen given the current data and our model).
  - maximum likelihood estimation (MLE) is a method of [estimating](https://en.wikipedia.org/wiki/Estimator ""Estimator"") the [parameters](https://en.wikipedia.org/wiki/Statistical_parameter ""Statistical parameter"") of a [statistical model](https://en.wikipedia.org/wiki/Statistical_model ""Statistical mod",2025-11-18T16:04:43.448765
"What’s the difference between a MAP, MOM, MLE estima\- tor? In which cases would you want to use each?",,hard,stats,statistical_inference,kojino/120-DS-Questions,"- MAP estimates the posterior distribution given the prior distribution and data which maximizes the likelihood function. MLE is a special case of MAP where the prior is uninformative uniform distribution.
  - MOM sets moment values and solves for the parameters. MOM is not used much anymore because maximum likelihood estimators have higher probability of being close to the quantities to be estimated and are more often unbiased.",2025-11-18T16:04:43.448777
What is a confidence interval and how do you interpret it?,,hard,stats,statistical_inference,kojino/120-DS-Questions,"- For example, 95% confidence interval is an interval that when constructed for a set of samples each sampled in the same way, the constructed intervals include the true mean 95% of the time.
  - if confidence intervals are constructed using a given confidence level in an infinite number of independent experiments, the proportion of those intervals that contain the true value of the parameter will match the confidence level.
  - [confidence intervals refresher from khanacademy](https://www.khana",2025-11-18T16:04:43.448794
What is unbiasedness as a property of an estimator? Is this always a desirable property when performing inference? What about in data analysis or predictive modeling?,,hard,stats,statistical_inference,kojino/120-DS-Questions,"- Unbiasedness means that the expectation of the estimator is equal to the population value we are estimating. This is desirable in inference because the goal is to explain the dataset as accurately as possible. However, this is not always desirable for data analysis or predictive modeling as there is the bias variance tradeoff. We sometimes want to prioritize the generalizability and avoid overfitting by reducing variance and thus increasing bias.",2025-11-18T16:04:43.448808
What is Selection Bias?,,hard,stats,statistical_inference,kojino/120-DS-Questions,"- Selection bias is a kind of error that occurs when the researcher decides who is going to be studied. It is usually associated with research where the selection of participants isn’t random. It is sometimes referred to as the selection effect. It is the distortion of statistical analysis, resulting from the method of collecting samples. If the selection bias is not taken into account, then some conclusions of the study may not be accurate.
  - The types of selection bias include:
  - Sampling ",2025-11-18T16:04:43.448829
